Materials,Predictions,Experiments,First ionization energy difference,Pauling electronegativity difference,Average lattice size,Lattice size difference,Fermi level difference
(SrLaNdErLu)B6,Multiple,--,4.186698197,9.97071736,4.133,1.143605352,21.02309561
(SrLaNdTmLu)B6,Multiple,--,4.681484155,10.11222419,4.1316,1.177763003,21.0372559
(SrLaSmEuLu)B6,Multiple,--,1.724587342,9.551970644,4.1432,1.03873162,27.11535969
(SrLaSmGdDy)B6,Multiple,--,3.672811855,8.675269378,4.137,0.981280306,21.02199958
(SrLaSmGdHo)B6,Multiple,--,3.883801092,8.831840672,4.1362,1.002027666,21.0623376
(SrLaSmGdEr)B6,Multiple,--,4.17251454,8.998467546,4.1356,1.018285884,21.0572126
(SrLaSmGdTm)B6,Multiple,--,4.476363611,9.174466881,4.1342,1.058383372,21.07107538
(SrLaSmGdLu)B6,Multiple,--,4.268689168,9.551970644,4.133,1.09496332,21.0838806
(SrLaSmTbDy)B6,Multiple,--,2.637302971,8.220431434,4.1358,1.00724533,21.02599837
(SrLaSmTbHo)B6,Multiple,--,3.004810858,8.431970419,4.135,1.026943228,21.06616134
(SrLaSmTbEr)B6,Multiple,--,3.44363108,8.651808252,4.1344,1.042425208,21.0610571
(SrLaSmTbTm)B6,Multiple,--,3.864960618,8.879183497,4.133,1.080756392,21.07486455
(SrLaSmTbLu)B6,Multiple,--,2.968098825,9.353786377,4.1318,1.115880849,21.08762084
(SrLaSmDyHo)B6,Multiple,--,3.004810858,9.072184233,4.1346,1.035844536,21.08729134
(SrLaSmDyEr)B6,Multiple,--,3.44363108,9.225755286,4.134,1.051067295,21.0822934
(SrLaSmDyTm)B6,Multiple,--,3.864960618,9.388900098,4.1326,1.088806074,21.09581757
(SrLaSmDyLu)B6,Multiple,--,2.968098825,9.741459885,4.1314,1.12343978,21.10832339
(SrLaSmHoEr)B6,Multiple,--,3.680975124,9.355944924,4.1332,1.069203209,21.12034059
(SrLaSmHoLu)B6,Multiple,--,3.464442067,9.852449513,4.1306,1.139403754,21.14554494
(SrLaSmErTm)B6,Multiple,--,4.323890808,9.646542455,4.1312,1.119188535,21.12862559
(SrLaSmErLu)B6,Multiple,--,4.001243074,9.973634947,4.13,1.152094649,21.14078991
(SrLaSmTmYb)B6,Multiple,--,4.90248248,8.879183497,4.1386,1.0013533,27.67269299
(SrLaSmTmLu)B6,Multiple,--,4.488397828,10.10452962,4.1286,1.183982427,21.15366659
(SrLaSmYbLu)B6,Multiple,--,4.938214772,9.353786377,4.1374,1.042790368,27.6737505
(SrLaEuGdTm)B6,Multiple,--,4.403539194,9.365858116,4.1412,1.051948404,27.10665521
(SrLaEuGdLu)B6,Multiple,--,4.247737036,9.711849239,4.14,1.093111932,27.10914654
(SrLaEuTbDy)B6,Multiple,--,2.570343876,8.602620144,4.1428,0.994121442,27.10038825
(SrLaEuTbHo)B6,Multiple,--,2.936907423,8.790500694,4.142,1.017216861,27.1045722
(SrLaEuTbEr)B6,Multiple,--,3.376010546,8.987375089,4.1414,1.035158066,27.10379407
(SrLaEuTbTm)B6,Multiple,--,3.798024847,9.192526912,4.14,1.078929026,27.10603807
(SrLaEuTbLu)B6,Multiple,--,2.964338462,9.625002375,4.1388,1.11838686,27.10847845
(SrLaEuDyHo)B6,Multiple,--,2.936907423,9.266745717,4.1416,1.027760139,27.10291144
(SrLaEuDyEr)B6,Multiple,--,3.376010546,9.405058902,4.141,1.04539294,27.10224393
(SrLaEuDyTm)B6,Multiple,--,3.798024847,9.553200065,4.1396,1.088467113,27.10419318
(SrLaEuDyLu)B6,Multiple,--,2.964338462,9.876681382,4.1384,1.127355369,27.10637304
(SrLaEuHoEr)B6,Multiple,--,3.61048548,9.52115301,4.1402,1.066630016,27.10422673
(SrLaEuHoTm)B6,Multiple,--,3.986014788,9.663433298,4.1388,1.108319412,27.10572102
(SrLaEuHoLu)B6,Multiple,--,3.452435311,9.975395061,4.1376,1.14607084,27.1074987
(SrLaEuErTm)B6,Multiple,--,4.251634169,9.784056503,4.1382,1.123861432,27.10525795
(SrLaEuErLu)B6,Multiple,--,3.982838604,10.08439981,4.137,1.160764535,27.10708335
(SrLaEuTmLu)B6,Multiple,--,4.465589744,10.20324855,4.1356,1.197117206,27.10836059
(SrLaGdTbDy)B6,Multiple,--,3.446019148,8.602620144,4.1326,1.050264378,20.8972645
(SrLaGdTbHo)B6,Multiple,--,3.588979298,8.790500694,4.1318,1.06781153,20.94139899
(SrLaGdTbEr)B6,Multiple,--,3.81924216,8.987375089,4.1312,1.081704066,20.93582309
(SrLaGdTbTm)B6,Multiple,--,4.081400875,9.192526912,4.1298,1.116421253,20.95088778
(SrLaGdTbYb)B6,Multiple,--,4.35871629,7.339449541,4.1386,0.959428946,27.66368879
(SrLaGdTbLu)B6,Multiple,--,4.484828737,9.625002375,4.1286,1.148569178,20.96475632
(SrLaGdDyHo)B6,Multiple,--,3.588979298,9.266745717,4.1314,1.075698846,20.9651182
(SrLaGdDyEr)B6,Multiple,--,3.81924216,9.405058902,4.1308,1.089366601,20.9596471
(SrLaGdDyTm)B6,Multiple,--,4.081400875,9.553200065,4.1294,1.123566416,20.97443248
(SrLaGdDyYb)B6,Multiple,--,4.35871629,8.602620144,4.1382,0.969788384,27.66314476
(SrLaGdDyLu)B6,Multiple,--,4.484828737,9.876681382,4.1282,1.1552819,20.98805404
(SrLaGdHoEr)B6,Multiple,--,3.904632152,9.52115301,4.13,1.105559568,21.00169554
(SrLaGdHoTm)B6,Multiple,--,4.142230399,9.663433298,4.1286,1.138719896,21.0160488
(SrLaGdHoYb)B6,Multiple,--,4.399093473,8.790500694,4.1374,0.991325933,27.66661212
(SrLaGdHoLu)B6,Multiple,--,4.703888769,9.975395061,4.1274,1.169563393,21.02928809
(SrLaGdErTm)B6,Multiple,--,4.281571531,9.784056503,4.128,1.150818535,21.01077189
(SrLaGdErYb)B6,Multiple,--,4.513484658,8.987375089,4.1368,1.008161746,27.66592334
(SrLaGdErLu)B6,Multiple,--,4.989376511,10.08439981,4.1268,1.181003807,21.0240566
(SrLaGdTmYb)B6,Multiple,--,4.671955341,9.192526912,4.1354,1.049553264,27.66792663
(SrLaGdTmLu)B6,Multiple,--,5.283787735,10.20324855,4.1254,1.210024078,21.03820329
(SrLaGdYbLu)B6,Multiple,--,5.580067384,9.625002375,4.1342,1.087179867,27.67014721
(SrLaTbDyHo)B6,Multiple,--,2.895109676,9.08786475,4.1302,1.095962408,20.96931308
(SrLaTbDyEr)B6,Multiple,--,3.250170197,9.26916221,4.1296,1.10901338,20.96386253
(SrLaTbDyTm)B6,Multiple,--,3.614100235,9.459098833,4.1282,1.141794226,20.97859313
(SrLaTbDyYb)B6,Multiple,--,3.974289604,7.833376704,4.137,0.996875913,27.66264532
(SrLaTbDyLu)B6,Multiple,--,3.528637833,9.862364528,4.127,1.17232408,20.99216626
(SrLaTbHoEr)B6,Multiple,--,3.414769356,9.425567714,4.1288,1.124439422,21.00573697
(SrLaTbHoTm)B6,Multiple,--,3.740677329,9.607906456,4.1274,1.156237132,21.02003519
(SrLaTbHoYb)B6,Multiple,--,4.071009147,8.091167619,4.1362,1.017311125,27.66593117
(SrLaTbHoLu)B6,Multiple,--,3.868220034,9.996475219,4.1262,1.185939644,21.03322581
(SrLaTbErTm)B6,Multiple,--,3.952197065,9.766269045,4.1268,1.167804244,21.01477895
(SrLaTbErYb)B6,Multiple,--,4.247307844,8.355078281,4.1356,1.033333237,27.66526391
(SrLaTbErLu)B6,Multiple,--,4.272557192,10.14017304,4.1256,1.196881371,21.02801502
(SrLaTbTmYb)B6,Multiple,--,4.460531335,8.624393619,4.1342,1.072878237,27.66720985
(SrLaTbTmLu)B6,Multiple,--,4.663568983,10.29293578,4.1242,1.224746348,21.04210653
(SrLaTbYbLu)B6,Multiple,--,5.039758545,9.176757349,4.133,1.108988261,27.66937973
(SrLaDyHoEr)B6,Multiple,--,3.414769356,9.690546331,4.1284,1.131331467,21.0279815
(SrLaDyHoTm)B6,Multiple,--,3.740677329,9.822623476,4.127,1.162668535,21.04199795
(SrLaDyHoYb)B6,Multiple,--,4.071009147,9.08786475,4.1358,1.026562359,27.66373989
(SrLaDyHoLu)B6,Multiple,--,3.868220034,10.11454867,4.1258,1.191983549,21.05493943
(SrLaDyErTm)B6,Multiple,--,3.952197065,9.933832987,4.1264,1.174056293,21.03684754
(SrLaDyErYb)B6,Multiple,--,4.247307844,9.26916221,4.1352,1.042313313,27.66318268
(SrLaDyErLu)B6,Multiple,--,4.272557192,10.21494077,4.1252,1.20275687,21.0498346
(SrLaDyTmYb)B6,Multiple,--,4.460531335,9.459098833,4.1338,1.081240229,27.66483536
(SrLaDyTmLu)B6,Multiple,--,4.663568983,10.32520565,4.1238,1.230230328,21.06364371
(SrLaDyYbLu)B6,Multiple,--,5.039758545,9.862364528,4.1326,1.116839836,27.66674605
(SrLaHoErTm)B6,Multiple,--,4.025800196,10.02506403,4.1256,1.187419087,21.07618312
(SrLaHoErYb)B6,Multiple,--,4.298717643,9.425567714,4.1344,1.061114531,27.66427861
(SrLaHoErLu)B6,Multiple,--,4.51311311,10.29627534,4.1244,1.215358371,21.08878487
(SrLaHoTmYb)B6,Multiple,--,4.492184904,9.607906456,4.133,1.098806057,27.66547865
(SrLaHoTmLu)B6,Multiple,--,4.866153561,10.40214009,4.123,1.242041575,21.10215717
(SrLaHoYbLu)B6,Multiple,--,5.211685498,9.996475219,4.1318,1.133381355,27.66698918
(SrLaErTmYb)B6,Multiple,--,4.596229556,9.766269045,4.1324,1.112691549,27.66512485
(SrLaErTmLu)B6,Multiple,--,5.134227872,10.4892592,4.1224,1.25162282,21.09724865
(SrLaErYbLu)B6,Multiple,--,5.446647288,10.14017304,4.1312,1.146497905,27.66668286
(SrLaTmYbLu)B6,Multiple,--,5.696930558,10.29293578,4.1298,1.1793507,27.66766694
(SrCePrNdLu)B6,Multiple,--,1.644176441,9.078667792,4.1374,0.967588012,17.93783169
(SrCePrSmLu)B6,Multiple,--,1.819508773,9.185697764,4.1344,0.985180794,17.98602962
(SrCePrEuLu)B6,Multiple,--,1.909767854,9.408803293,4.1414,0.977688674,23.95655742
(SrCePrGdLu)B6,Multiple,--,4.647986846,9.408803293,4.1312,1.026564507,17.93800446
(SrCePrTbDy)B6,Multiple,--,3.413065444,7.909014476,4.134,0.935611011,17.90812414
(SrCePrTbHo)B6,Multiple,--,3.76114318,8.139441183,4.1332,0.955893408,17.92705981
(SrCePrTbEr)B6,Multiple,--,4.174003367,8.377473925,4.1326,0.971849906,17.92441713
(SrCePrTbTm)B6,Multiple,--,4.571919817,8.622332334,4.1312,1.01138393,17.93169901
(SrCePrTbLu)B6,Multiple,--,3.313837955,9.129753777,4.13,1.047617804,17.93877794
(SrCePrDyHo)B6,Multiple,--,3.76114318,8.902496524,4.1328,0.965007391,17.93341561
(SrCePrDyEr)B6,Multiple,--,4.174003367,9.067581216,4.1322,0.980677929,17.93091134
(SrCePrDyTm)B6,Multiple,--,4.571919817,9.24202646,4.1308,1.019561107,17.93782441
(SrCePrDyLu)B6,Multiple,--,3.313837955,9.616424619,4.1296,1.05525901,17.94457742
(SrCePrHoEr)B6,Multiple,--,4.418335085,9.208308629,4.1314,0.999236138,17.94709116
(SrCePrHoTm)B6,Multiple,--,4.77694779,9.375723208,4.13,1.036817332,17.95343423
(SrCePrHoLu)B6,Multiple,--,3.826876522,9.736446965,4.1288,1.071438205,17.95968331
(SrCePrErTm)B6,Multiple,--,5.04831264,9.51958001,4.1294,1.050520168,17.95118613
(SrCePrErLu)B6,Multiple,--,4.37582493,9.866596162,4.1282,1.084331619,17.95749504
(SrCePrTmLu)B6,Multiple,--,4.871111812,10.00635526,4.1268,1.116812308,17.96356594
(SrCeNdSmDy)B6,Multiple,--,2.639260656,8.163663893,4.1364,0.8518053,17.96101071
(SrCeNdSmLu)B6,Multiple,--,1.698664166,9.179683172,4.1324,0.97898092,17.98187472
(SrCeNdEuLu)B6,Multiple,--,1.784866126,9.392238499,4.1394,0.979830234,23.91769831
(SrCeNdGdTm)B6,Multiple,--,5.000735867,8.998467546,4.1304,0.98017284,17.93181963
(SrCeNdGdLu)B6,Multiple,--,4.524406903,9.392238499,4.1292,1.016961645,17.93852276
(SrCeNdTbDy)B6,Multiple,--,3.192370491,7.956600362,4.132,0.92852498,17.9107672
(SrCeNdTbHo)B6,Multiple,--,3.547310106,8.180699779,4.1312,0.947987221,17.92812471
(SrCeNdTbEr)B6,Multiple,--,3.968483002,8.412697319,4.1306,0.963357904,17.92566902
(SrCeNdTbTm)B6,Multiple,--,4.373743108,8.651808252,4.1292,1.001620576,17.93245273
(SrCeNdTbLu)B6,Multiple,--,3.185637248,9.148565604,4.128,1.036866984,17.93909165
(SrCeNdDyHo)B6,Multiple,--,3.547310106,8.89379007,4.1308,0.956693844,17.93343998
(SrCeNdDyEr)B6,Multiple,--,3.968483002,9.055024799,4.1302,0.971787472,17.93112384
(SrCeNdDyTm)B6,Multiple,--,4.373743108,9.225755286,4.1288,1.009418041,17.93753574
(SrCeNdDyLu)B6,Multiple,--,3.185637248,9.593139028,4.1276,1.044142548,17.94384611
(SrCeNdHoEr)B6,Multiple,--,4.212725775,9.192096818,4.1294,0.989579014,17.94570306
(SrCeNdHoTm)B6,Multiple,--,4.576784234,9.355944924,4.128,1.025942708,17.95154039
(SrCeNdHoLu)B6,Multiple,--,3.700669879,9.709923836,4.1268,1.059616452,17.95734281
(SrCeNdErTm)B6,Multiple,--,4.848534787,9.496399019,4.1274,1.039121315,17.94948246
(SrCeNdErLu)B6,Multiple,--,4.251460645,9.836926501,4.1262,1.072003765,17.95534519
(SrCeNdTmLu)B6,Multiple,--,4.748113719,9.973634947,4.1248,1.103379465,17.9609082
(SrCeNdYbLu)B6,Multiple,--,5.204996013,9.148565604,4.1336,0.97077114,24.51099728
(SrCeSmEuTb)B6,Multiple,--,2.317408468,7.814029178,4.1408,0.854019942,23.89625687
(SrCeSmEuDy)B6,Multiple,--,2.317408468,8.572091499,4.1404,0.86620105,23.869775
(SrCeSmEuHo)B6,Multiple,--,2.849424355,8.72258414,4.1396,0.891334825,23.83369245
(SrCeSmEuTm)B6,Multiple,--,3.921209573,9.053952107,4.1376,0.958198894,23.82726573
(SrCeSmEuLu)B6,Multiple,--,1.783650302,9.421350372,4.1364,1.000718483,23.81857237
(SrCeSmGdTb)B6,Multiple,--,3.823039429,7.814029178,4.1306,0.905010138,17.95710106
(SrCeSmGdDy)B6,Multiple,--,3.823039429,8.572091499,4.1302,0.913966451,17.96104891
(SrCeSmGdHo)B6,Multiple,--,4.035192339,8.72258414,4.1294,0.932838761,17.97329793
(SrCeSmGdEr)B6,Multiple,--,4.322673145,8.88343367,4.1288,0.947795851,17.97144849
(SrCeSmGdLu)B6,Multiple,--,4.349267504,9.421350372,4.1262,1.019776617,17.9818269
(SrCeSmTbDy)B6,Multiple,--,2.808072099,8.190861537,4.129,0.936743987,17.96127689
(SrCeSmTbHo)B6,Multiple,--,3.167807153,8.394017758,4.1282,0.95459555,17.97328963
(SrCeSmTbEr)B6,Multiple,--,3.597920292,8.6058833,4.1276,0.968795382,17.97146819
(SrCeSmTbTm)B6,Multiple,--,4.012043441,8.825686142,4.1262,1.004456117,17.97656162
(SrCeSmTbLu)B6,Multiple,--,3.047344191,9.286286116,4.125,1.03762107,17.98170608
(SrCeSmDyHo)B6,Multiple,--,3.167807153,8.951023957,4.1278,0.962524738,17.97509221
(SrCeSmDyEr)B6,Multiple,--,3.597920292,9.099159635,4.1272,0.976469967,17.97341402
(SrCeSmDyTm)B6,Multiple,--,4.012043441,9.25714556,4.1258,1.01154681,17.97812577
(SrCeSmDyLu)B6,Multiple,--,3.047344191,9.600190254,4.1246,1.04422672,17.98293301
(SrCeSmHoEr)B6,Multiple,--,3.835293897,9.223953823,4.1264,0.992786149,17.98257471
(SrCeSmHoTm)B6,Multiple,--,4.205233586,9.375585789,4.125,1.026688848,17.98669687
(SrCeSmHoLu)B6,Multiple,--,3.544534932,9.706193921,4.1238,1.058389045,17.99098293
(SrCeSmErTm)B6,Multiple,--,4.472472625,9.504536687,4.1244,1.03885907,17.98528365
(SrCeSmErYb)B6,Multiple,--,4.79625283,8.6058833,4.1332,0.899352378,24.42943755
(SrCeSmErLu)B6,Multiple,--,4.081718544,9.822623476,4.1232,1.069818822,17.98963158
(SrCeSmTmYb)B6,Multiple,--,5.047067735,8.825686142,4.1318,0.942395549,24.41881792
(SrCeSmTmLu)B6,Multiple,--,4.569039201,9.94899221,4.1218,1.099053147,17.99347234
(SrCeSmYbLu)B6,Multiple,--,5.018954774,9.286286116,4.1306,0.981559501,24.40991923
(SrCeEuGdDy)B6,Multiple,--,3.761251919,8.794373289,4.1372,0.924885036,23.95893032
(SrCeEuGdHo)B6,Multiple,--,3.970066007,8.928428526,4.1364,0.946943617,23.92870446
(SrCeEuGdEr)B6,Multiple,--,4.255416371,9.073088509,4.1358,0.964186138,23.93198173
(SrCeEuGdTm)B6,Multiple,--,4.555829829,9.227722532,4.1344,1.006563994,23.92343471
(SrCeEuGdLu)B6,Multiple,--,4.331416625,9.564444064,4.1332,1.045060585,23.91637864
(SrCeEuTbDy)B6,Multiple,--,2.749294864,8.549411911,4.136,0.952500755,23.95401429
(SrCeEuTbHo)B6,Multiple,--,3.106956205,8.729933258,4.1352,0.973380034,23.92353311
(SrCeEuTbEr)B6,Multiple,--,3.536253559,8.919783246,4.1346,0.989753919,23.92684065
(SrCeEuTbTm)B6,Multiple,--,3.95023913,9.118240552,4.1332,1.030167134,23.91821295
(SrCeEuTbLu)B6,Multiple,--,3.047729215,9.538282026,4.132,1.067057487,23.91108557
(SrCeEuDyHo)B6,Multiple,--,3.106956205,9.127816421,4.1348,0.982802772,23.89852757
(SrCeEuDyEr)B6,Multiple,--,3.536253559,9.261081439,4.1342,0.998887443,23.90198997
(SrCeEuDyTm)B6,Multiple,--,3.95023913,9.404438729,4.1328,1.038643316,23.89294963
(SrCeEuDyLu)B6,Multiple,--,3.047729215,9.719121529,4.1316,1.074993031,23.88545752
(SrCeEuHoEr)B6,Multiple,--,3.770452672,9.372109865,4.1334,1.018023259,23.86842703
(SrCeEuHoTm)B6,Multiple,--,4.13999315,9.509720427,4.132,1.056466084,23.85874952
(SrCeEuHoLu)B6,Multiple,--,3.536222806,9.813093703,4.1308,1.0917311,23.85069409
(SrCeEuErTm)B6,Multiple,--,4.404928461,9.625636303,4.1314,1.070566926,23.86249825
(SrCeEuErLu)B6,Multiple,--,4.066595266,9.917585224,4.1302,1.105018077,23.85450968
(SrCeEuTmLu)B6,Multiple,--,4.549196056,10.03214904,4.1288,1.138334975,23.8445281
(SrCeEuYbLu)B6,Multiple,--,4.995588353,9.538282026,4.1376,0.989862779,28.09266836
(SrCeGdTbDy)B6,Multiple,--,3.638465551,8.549411911,4.1258,0.969799753,17.91096422
(SrCeGdTbHo)B6,Multiple,--,3.7831968,8.729933258,4.125,0.985567104,17.9282649
(SrCeGdTbEr)B6,Multiple,--,4.011314287,8.919783246,4.1244,0.998226736,17.92581595
(SrCeGdTbTm)B6,Multiple,--,4.269288694,9.118240552,4.123,1.030388983,17.9325817
(SrCeGdTbYb)B6,Multiple,--,4.541730552,7.394423553,4.1318,0.897571188,24.57632712
(SrCeGdTbLu)B6,Multiple,--,4.590504424,9.538282026,4.1218,1.060679882,17.93920477
(SrCeGdDyHo)B6,Multiple,--,3.7831968,9.127816421,4.1246,0.992508966,17.93354273
(SrCeGdDyEr)B6,Multiple,--,4.011314287,9.261081439,4.124,1.004945151,17.93123336
(SrCeGdDyTm)B6,Multiple,--,4.269288694,9.404438729,4.1226,1.036591699,17.9376272
(SrCeGdDyYb)B6,Multiple,--,4.541730552,8.549411911,4.1314,0.906904509,24.55326068
(SrCeGdDyLu)B6,Multiple,--,4.590504424,9.719121529,4.1214,1.066450766,17.94392162
(SrCeGdHoEr)B6,Multiple,--,4.10074782,9.372109865,4.1232,1.019365181,17.94575494
(SrCeGdHoTm)B6,Multiple,--,4.334962137,9.509720427,4.1218,1.049971078,17.95157406
(SrCeGdHoYb)B6,Multiple,--,4.587455221,8.729933258,4.1306,0.92651468,24.5223547
(SrCeGdHoLu)B6,Multiple,--,4.812653317,9.813093703,4.1206,1.078954999,17.95736038
(SrCeGdErTm)B6,Multiple,--,4.475954875,9.625636303,4.1212,1.060834305,17.94952298
(SrCeGdErYb)B6,Multiple,--,4.704434169,8.919783246,4.13,0.942009989,24.52571888
(SrCeGdErLu)B6,Multiple,--,5.099908373,9.917585224,4.12,1.089154237,17.95536962
(SrCeGdTmYb)B6,Multiple,--,4.862924783,9.118240552,4.1286,0.980600179,24.51693648
(SrCeGdTmLu)B6,Multiple,--,5.394957351,10.03214904,4.1186,1.115574596,17.96091434
(SrCeGdYbLu)B6,Multiple,--,5.691273885,9.538282026,4.1274,1.016158134,24.50966219
(SrCeTbDyHo)B6,Multiple,--,3.103567327,9.013469852,4.1234,1.009715308,17.93403239
(SrCeTbDyEr)B6,Multiple,--,3.448138263,9.188289276,4.1228,1.021539493,17.9317505
(SrCeTbDyTm)B6,Multiple,--,3.802066095,9.37203921,4.1214,1.051775974,17.93807113
(SrCeTbDyYb)B6,Multiple,--,4.153503038,7.86412865,4.1302,0.930745341,24.54827794
(SrCeTbDyLu)B6,Multiple,--,3.633938804,9.763782247,4.1202,1.080456363,17.94430087
(SrCeTbHoEr)B6,Multiple,--,3.613276414,9.338435519,4.122,1.03519731,17.9460384
(SrCeTbHoTm)B6,Multiple,--,3.931227659,9.514817739,4.1206,1.064446938,17.95178365
(SrCeTbHoYb)B6,Multiple,--,4.254005162,8.110802918,4.1294,0.949290454,24.51711872
(SrCeTbHoLu)B6,Multiple,--,3.974538268,9.892277716,4.1194,1.09229499,17.9575047
(SrCeTbErTm)B6,Multiple,--,4.141669595,9.667395067,4.12,1.074779646,17.94976034
(SrCeTbErYb)B6,Multiple,--,4.430986899,8.364224045,4.1288,0.963996985,24.52051294
(SrCeTbErLu)B6,Multiple,--,4.378631959,10.03057714,4.1188,1.101995374,17.9555418
(SrCeTbTmYb)B6,Multiple,--,4.642613486,8.623645098,4.1274,1.00079125,24.5116505
(SrCeTbTmLu)B6,Multiple,--,4.768837157,10.17815974,4.1174,1.127259704,17.96101233
(SrCeTbYbLu)B6,Multiple,--,5.144063679,9.157870682,4.1262,1.034870333,24.50430547
(SrCeDyHoEr)B6,Multiple,--,3.613276414,9.531234188,4.1216,1.041149141,17.94933411
(SrCeDyHoTm)B6,Multiple,--,3.931227659,9.658838678,4.1202,1.069937309,17.95470143
(SrCeDyHoYb)B6,Multiple,--,4.254005162,9.013469852,4.129,0.95755205,24.49175391
(SrCeDyHoLu)B6,Multiple,--,3.974538268,9.942547817,4.119,1.097396695,17.96008855
(SrCeDyErTm)B6,Multiple,--,4.141669595,9.765512659,4.1196,1.080090131,17.95282021
(SrCeDyErYb)B6,Multiple,--,4.430986899,9.188289276,4.1284,0.971993892,24.49530173
(SrCeDyErLu)B6,Multiple,--,4.378631959,10.03857009,4.1184,1.106927876,17.95826808
(SrCeDyTmYb)B6,Multiple,--,4.642613486,9.37203921,4.127,1.008182496,24.48602998
(SrCeDyTmLu)B6,Multiple,--,4.768837157,10.14468986,4.117,1.131798328,17.9633591
(SrCeDyYbLu)B6,Multiple,--,5.144063679,9.763782247,4.1258,1.041759804,24.47832312
(SrCeHoErTm)B6,Multiple,--,4.219724554,9.852131742,4.1188,1.091676838,17.96370374
(SrCeHoErYb)B6,Multiple,--,4.487472584,9.338435519,4.1276,0.988942803,24.46108564
(SrCeHoErLu)B6,Multiple,--,4.621968908,10.11544596,4.1176,1.117746779,17.96863598
(SrCeHoTmYb)B6,Multiple,--,4.679804258,9.514817739,4.1262,1.023915151,24.45118176
(SrCeHoTmLu)B6,Multiple,--,4.974718297,10.21722938,4.1162,1.141819505,17.9731407
(SrCeHoYbLu)B6,Multiple,--,5.319600768,9.892277716,4.125,1.056480287,24.44291604
(SrCeErTmYb)B6,Multiple,--,4.786762329,9.667395067,4.1256,1.036518336,24.45501364
(SrCeErTmLu)B6,Multiple,--,5.244825001,10.30016796,4.1156,1.150145763,17.97158371
(SrCeErYbLu)B6,Multiple,--,5.557045242,10.03057714,4.1244,1.06831963,24.44681425
(SrCeTmYbLu)B6,Multiple,--,5.808627169,10.17815974,4.123,1.098476244,24.4366087
(SrPrNdSmLu)B6,Multiple,--,1.831106304,9.153239468,4.1346,0.985014372,13.96842996
(SrPrNdEuLu)B6,Multiple,--,1.92335098,9.355944924,4.1416,0.976686873,19.30631771
(SrPrNdTbLu)B6,Multiple,--,3.336632957,9.146206105,4.1302,1.047947532,14.1294982
(SrPrNdDyTm)B6,Multiple,--,4.615816302,9.189396459,4.131,1.019810584,14.09888596
(SrPrNdDyLu)B6,Multiple,--,3.336632957,9.550681754,4.1298,1.055630118,14.08557926
(SrPrNdHoTm)B6,Multiple,--,4.82173959,9.316433717,4.1302,1.037151545,14.0395108
(SrPrNdHoLu)B6,Multiple,--,3.850692018,9.664527945,4.129,1.071889866,14.02528681
(SrPrNdErTm)B6,Multiple,--,5.093474642,9.45384909,4.1296,1.050915766,14.04607019
(SrPrNdErLu)B6,Multiple,--,4.400404793,9.788693656,4.1284,1.08484171,14.031955
(SrPrNdTmLu)B6,Multiple,--,4.896215178,9.922669593,4.127,1.117451948,14.01447889
(SrPrSmEuLu)B6,Multiple,--,1.972527855,9.375585789,4.1386,1.001469903,18.94433394
(SrPrSmGdLu)B6,Multiple,--,4.522931557,9.375585789,4.1284,1.033319997,13.96586317
(SrPrSmTbDy)B6,Multiple,--,3.134721879,8.199775402,4.1312,0.947739957,14.04529551
(SrPrSmTbHo)B6,Multiple,--,3.479389658,8.398117931,4.1304,0.966441889,13.98230232
(SrPrSmTbEr)B6,Multiple,--,3.892705199,8.605376366,4.1298,0.981247842,13.98929084
(SrPrSmTbTm)B6,Multiple,--,4.292744406,8.820777882,4.1284,1.018219526,13.97096116
(SrPrSmTbLu)B6,Multiple,--,3.233493367,9.273177381,4.1272,1.052397472,13.95554559
(SrPrSmDyHo)B6,Multiple,--,3.479389658,8.911175508,4.13,0.974798074,13.93286719
(SrPrSmDyEr)B6,Multiple,--,3.892705199,9.05617056,4.1294,0.989341938,13.94012622
(SrPrSmDyTm)B6,Multiple,--,4.292744406,9.211146764,4.128,1.025713882,13.921076
(SrPrSmDyLu)B6,Multiple,--,3.233493367,9.548564185,4.1268,1.05939477,13.90502432
(SrPrSmHoEr)B6,Multiple,--,4.128294399,9.177905418,4.1286,1.006463642,13.87174489
(SrPrSmHoTm)B6,Multiple,--,4.487563937,9.326624234,4.1272,1.041631892,13.85158247
(SrPrSmHoLu)B6,Multiple,--,3.725238274,9.651782209,4.126,1.074310823,13.83454841
(SrPrSmErTm)B6,Multiple,--,4.752588713,9.452724715,4.1266,1.054356601,13.85934135
(SrPrSmErLu)B6,Multiple,--,4.257487355,9.765528549,4.1254,1.086279897,13.84242383
(SrPrSmTmLu)B6,Multiple,--,4.74113198,9.889318972,4.124,1.116686333,13.82173132
(SrPrEuGdLu)B6,Multiple,--,4.510204498,9.509720427,4.1354,1.049664685,19.30218549
(SrPrEuTbDy)B6,Multiple,--,3.088263817,8.545347224,4.1382,0.953881771,19.45423056
(SrPrEuTbHo)B6,Multiple,--,3.429453613,8.721661193,4.1374,0.975764415,19.33847092
(SrPrEuTbTm)B6,Multiple,--,4.239218889,9.102044743,4.1354,1.034853384,19.31635622
(SrPrEuTbLu)B6,Multiple,--,3.240345964,9.514817739,4.1342,1.072987299,19.28549332
(SrPrEuDyHo)B6,Multiple,--,3.429453613,9.078399165,4.137,0.985676692,19.25588024
